Date,Close,High,Low,Open,Volume
2020-01-02,72.33387756347656,72.39408555090253,71.0911838210517,71.34405442839761,135480400
2020-01-03,71.63065338134766,72.38927264137095,71.40668140593664,71.56322072155912,146322800
2020-01-06,72.20140075683594,72.23993474282962,70.50353879987532,70.7540060340311,118387200
2020-01-07,71.86182403564453,72.46630702167467,71.64266615559501,72.21102583164013,108872000
2020-01-08,73.0178451538086,73.31888511458335,71.56562867701548,71.56562867701548,132079200
2020-01-09,74.56879425048828,74.76145686133366,73.74274246581768,73.99320238999518,170108400
2020-01-10,74.73735809326172,75.30091119032697,74.23643098983341,74.80238740809561,140644800
2020-01-13,76.33409118652344,76.36058652225458,74.93485817482635,75.05287082554342,121532000
2020-01-14,75.30331420898438,76.48098568839895,75.18049494182533,76.2714631183451,161954400
2020-01-15,74.98062133789062,75.98248317068368,74.54953007278792,75.10344798902688,121923600
2020-01-16,75.91986083984375,76.03064882750155,75.1612416745226,75.52248959606675,108829200
2020-01-17,76.76036834716797,76.76277166888072,75.86206254796348,76.16791647174253,137816400
2020-01-21,76.24017333984375,76.8302072165908,76.10289736234121,76.38948797518701,110843200
2020-01-22,76.51232147216797,77.0638214037391,76.41839347401398,76.72424743670398,101832400
2020-01-23,76.88077545166016,76.96024675038308,76.01859307367198,76.56528622859716,104472000
2020-01-24,76.65921783447266,77.86819158420508,76.46895853504518,77.1264324079885,146537600
2020-01-27,74.40503692626953,75.08417746726008,73.42484908589569,74.67235687385795,161940000
2020-01-28,76.50989532470703,76.68088393464757,75.18531972883665,75.28406170066347,162234000
2020-01-29,78.1114273071289,78.95674973344263,77.39856685210137,78.13792264122904,216229200
2020-01-30,77.99822998046875,78.05121329496869,76.76517176985938,77.19626294921763,126743200
2020-01-31,74.5399169921875,77.71167041513803,74.24610164905711,77.29021440201876,199588400
2020-02-03,74.33518981933594,75.4984048922783,72.78423148900761,73.28515870612867,173788400
2020-02-04,76.78926849365234,76.97952779146334,75.53212542449515,75.93672133535755,136616400
2020-02-05,77.41543579101562,78.21258898353346,76.81335589638837,77.91395235806485,118826800
2020-02-06,78.32095336914062,78.3233640404218,77.12883967256218,77.68516086755363,105425600
2020-02-07,77.25635528564453,78.06988383321008,76.76630651671353,77.82123854389138,117684000
2020-02-10,77.62330627441406,77.62330627441406,75.76450341427329,75.84416334192943,109348800
2020-02-11,77.15495300292969,78.1905758646545,76.93769137166434,78.11815777658227,94323200
2020-02-12,78.98723602294922,78.99206144129231,77.60399117788235,77.60399117788235,113730400
2020-02-13,78.4247817993164,78.75067811380296,78.05785100076243,78.26062912894116,94747600
2020-02-14,78.44408416748047,78.69272952184373,77.93713525426901,78.39338411922328,80113600
2020-02-18,77.0077133178711,77.1887659353896,75.94794846047884,76.12900107799734,152531200
2020-02-19,78.12300109863281,78.35233737517142,77.24912158938099,77.24912158938099,93984000
2020-02-20,77.32154083251953,78.37164756799683,76.81700838375629,77.88401513292217,100566000
2020-02-21,75.57137298583984,77.35776502195542,74.95579692410486,76.91599243144344,129554000
2020-02-24,71.98169708251953,73.43011814732492,69.8211400810818,71.75960997813098,222195200
2020-02-25,69.54351806640625,73.03180163978591,69.07278565467855,72.65038734565039,230673600
2020-02-26,70.64672088623047,71.90926363042658,69.16209108503992,69.1693328941365,198054800
2020-02-27,66.02867889404297,69.04139705399142,65.8934935311334,67.85852144500781,320605600
2020-02-28,65.99005889892578,67.20915102510166,61.88861568726967,62.103468343907636,426510000
2020-03-02,72.13378143310547,72.76867383608672,67.04258234775999,68.14338175177791,341397200
2020-03-03,69.84286499023438,73.3866667341741,68.99311992366323,73.30700681770827,319475600
2020-03-04,73.08248138427734,73.24180855249296,70.76259766156525,71.5616425276586,219178400
2020-03-05,70.7119140625,72.31241302487865,70.34739243241086,71.33955724756618,187572800
2020-03-06,69.7728500366211,70.20496434412061,67.88990577178768,68.07578380592835,226176800
2020-03-09,64.2543716430664,67.13189718407227,63.489119320777824,63.670171942415024,286744800
2020-03-10,68.88209533691406,69.14764074332749,65.02687994218032,66.90259043839642,285290000
2020-03-11,66.48977661132812,67.8875051992336,65.62796418784407,66.96293286366341,255598800
2020-03-12,59.92359161376953,65.17894700154001,59.86806983845157,61.784814276675704,418474000
2020-03-13,67.10291290283203,67.57365254636639,61.062997947439406,63.94535922482895,370732000
